"Date","Mean"
00:00:00 07/15/2010,      21.000
00:00:00 07/16/2010,      20.000
00:00:00 07/17/2010,      18.000
00:00:00 07/18/2010,      18.000
00:00:00 07/19/2010,      16.000
00:00:00 07/20/2010,      15.000
00:00:00 07/21/2010,      15.000
00:00:00 07/22/2010,      15.000
00:00:00 07/23/2010,      15.000
00:00:00 07/24/2010,      14.000
00:00:00 07/25/2010,      13.000
00:00:00 07/26/2010,      13.000
00:00:00 07/27/2010,      12.000
00:00:00 07/28/2010,      11.000
00:00:00 07/29/2010,       9.600
00:00:00 07/30/2010,      10.000
00:00:00 07/31/2010,      10.000
00:00:00 08/01/2010,       9.500
00:00:00 08/02/2010,       8.900
00:00:00 08/03/2010,       8.100
00:00:00 08/04/2010,       8.000
00:00:00 08/05/2010,       7.800
00:00:00 08/06/2010,       7.800
00:00:00 08/07/2010,       8.000
00:00:00 08/08/2010,       7.900
00:00:00 08/09/2010,       8.300
00:00:00 08/10/2010,       7.900
00:00:00 08/11/2010,       7.100
00:00:00 08/12/2010,       6.500
00:00:00 08/13/2010,       5.800
00:00:00 08/14/2010,       5.400
00:00:00 08/15/2010,       4.800
00:00:00 08/16/2010,       4.500
00:00:00 08/17/2010,       3.900
00:00:00 08/18/2010,       3.500
00:00:00 08/19/2010,       2.900
00:00:00 08/20/2010,       2.800
00:00:00 08/21/2010,       2.600
00:00:00 08/22/2010,       1.900
00:00:00 08/23/2010,       1.800
00:00:00 08/24/2010,       1.300
00:00:00 08/25/2010,       0.910
00:00:00 08/26/2010,       0.710
00:00:00 08/27/2010,       0.490
00:00:00 08/28/2010,       0.420
00:00:00 08/29/2010,       0.370
00:00:00 08/30/2010,       0.290
00:00:00 08/31/2010,       0.440
00:00:00 09/01/2010,       0.430
00:00:00 09/02/2010,       0.310
00:00:00 09/03/2010,       0.170
00:00:00 09/04/2010,       0.260
00:00:00 09/05/2010,       0.240
00:00:00 09/06/2010,       0.180
00:00:00 09/07/2010,       0.210
00:00:00 09/08/2010,       0.440
00:00:00 09/09/2010,       0.350
00:00:00 09/10/2010,       0.250
00:00:00 09/11/2010,       0.270
00:00:00 09/12/2010,       0.240
00:00:00 09/13/2010,       0.180
00:00:00 09/14/2010,       0.200
00:00:00 09/15/2010,       0.220
00:00:00 09/16/2010,       0.270
00:00:00 09/17/2010,       0.320
00:00:00 09/18/2010,       0.460
00:00:00 09/19/2010,       0.330
00:00:00 09/20/2010,       0.550
00:00:00 09/21/2010,       0.440
00:00:00 09/22/2010,       0.480
00:00:00 09/23/2010,       0.150
00:00:00 09/24/2010,       0.000
00:00:00 09/25/2010,       0.000
00:00:00 09/26/2010,       0.000
00:00:00 09/27/2010,       0.000
00:00:00 09/28/2010,       0.000
00:00:00 09/29/2010,       0.000
00:00:00 09/30/2010,       0.000
00:00:00 10/01/2010,       0.000
00:00:00 10/02/2010,       0.000
00:00:00 10/03/2010,       0.000
00:00:00 10/04/2010,       0.000
00:00:00 10/05/2010,       0.000
00:00:00 10/06/2010,       0.000
00:00:00 10/07/2010,       0.000
00:00:00 10/08/2010,       0.000
00:00:00 10/09/2010,       0.000
00:00:00 10/10/2010,       0.000
00:00:00 10/11/2010,       0.000
00:00:00 10/12/2010,       0.000
00:00:00 10/13/2010,       0.000
00:00:00 10/14/2010,       0.000
00:00:00 10/15/2010,       0.000
00:00:00 10/16/2010,       0.000
00:00:00 10/17/2010,       0.060
00:00:00 10/18/2010,       0.000
00:00:00 10/19/2010,       0.010
00:00:00 10/20/2010,       0.790
00:00:00 10/21/2010,       0.690
00:00:00 10/22/2010,       1.800
00:00:00 10/23/2010,       2.700
00:00:00 10/24/2010,       4.300
00:00:00 10/25/2010,       4.600
00:00:00 10/26/2010,       4.300
00:00:00 10/27/2010,       4.600
00:00:00 10/28/2010,       4.700
00:00:00 10/29/2010,       4.500
00:00:00 10/30/2010,       5.400
00:00:00 10/31/2010,       5.600
00:00:00 11/01/2010,       6.000
00:00:00 11/02/2010,       6.500
00:00:00 11/03/2010,       6.900
00:00:00 11/04/2010,       6.000
00:00:00 11/05/2010,       5.600
00:00:00 11/06/2010,       5.200
00:00:00 11/07/2010,       6.000
00:00:00 11/08/2010,       8.000
00:00:00 11/09/2010,       8.000
00:00:00 11/10/2010,      10.000
00:00:00 11/11/2010,       8.700
00:00:00 11/12/2010,       8.500
00:00:00 11/13/2010,       8.800
00:00:00 11/14/2010,      10.000
00:00:00 11/15/2010,      10.000
00:00:00 11/16/2010,      12.000
00:00:00 11/17/2010,      12.000
00:00:00 11/18/2010,       5.800
00:00:00 11/19/2010,       5.900
00:00:00 11/20/2010,       7.700
00:00:00 11/21/2010,      11.000
00:00:00 11/22/2010,      12.000
00:00:00 11/23/2010,      13.000
00:00:00 11/24/2010,      14.000
00:00:00 11/25/2010,      14.000
00:00:00 11/26/2010,      14.000
00:00:00 11/27/2010,      14.000
00:00:00 11/28/2010,      14.000
00:00:00 11/29/2010,      13.000
00:00:00 11/30/2010,      12.000
00:00:00 12/01/2010,      12.000
00:00:00 12/02/2010,      12.000
00:00:00 12/03/2010,      12.000
00:00:00 12/04/2010,      14.000
00:00:00 12/05/2010,      15.000
00:00:00 12/06/2010,      14.000
00:00:00 12/07/2010,      17.000
00:00:00 12/08/2010,      17.000
00:00:00 12/09/2010,      18.000
00:00:00 12/10/2010,      18.000
00:00:00 12/11/2010,      18.000
00:00:00 12/12/2010,      18.000
00:00:00 12/13/2010,      18.000
00:00:00 12/14/2010,      18.000
00:00:00 12/15/2010,      18.000
00:00:00 12/16/2010,      19.000
00:00:00 12/17/2010,      19.000
00:00:00 12/18/2010,      19.000
00:00:00 12/19/2010,      35.000
00:00:00 12/20/2010,     350.000
00:00:00 12/21/2010,     258.000
00:00:00 12/22/2010,     247.000
00:00:00 12/23/2010,     242.000
00:00:00 12/24/2010,     191.000
00:00:00 12/25/2010,     172.000
00:00:00 12/26/2010,     216.000
00:00:00 12/27/2010,     185.000
00:00:00 12/28/2010,     168.000
00:00:00 12/29/2010,     326.000
00:00:00 12/30/2010,     341.000
00:00:00 12/31/2010,     277.000
00:00:00 01/01/2011,     247.000
00:00:00 01/02/2011,     809.000
00:00:00 01/03/2011,     851.000
00:00:00 01/04/2011,     529.000
00:00:00 01/05/2011,     393.000
00:00:00 01/06/2011,     318.000
00:00:00 01/07/2011,     268.000
00:00:00 01/08/2011,     234.000
00:00:00 01/09/2011,     206.000
00:00:00 01/10/2011,     182.000
00:00:00 01/11/2011,     169.000
00:00:00 01/12/2011,     158.000
00:00:00 01/13/2011,     146.000
00:00:00 01/14/2011,     136.000
00:00:00 01/15/2011,     124.000
00:00:00 01/16/2011,     115.000
00:00:00 01/17/2011,     107.000
00:00:00 01/18/2011,     101.000
00:00:00 01/19/2011,      96.000
00:00:00 01/20/2011,      90.000
00:00:00 01/21/2011,      86.000
00:00:00 01/22/2011,      81.000
00:00:00 01/23/2011,      80.000
00:00:00 01/24/2011,      76.000
00:00:00 01/25/2011,      73.000
00:00:00 01/26/2011,      69.000
00:00:00 01/27/2011,      68.000
00:00:00 01/28/2011,      66.000
00:00:00 01/29/2011,      64.000
00:00:00 01/30/2011,      66.000
00:00:00 01/31/2011,      79.000
00:00:00 02/01/2011,      72.000
00:00:00 02/02/2011,      65.000
00:00:00 02/03/2011,      61.000
00:00:00 02/04/2011,      60.000
00:00:00 02/05/2011,      60.000
00:00:00 02/06/2011,      60.000
00:00:00 02/07/2011,      58.000
00:00:00 02/08/2011,      58.000
00:00:00 02/09/2011,      58.000
00:00:00 02/10/2011,      56.000
00:00:00 02/11/2011,      54.000
00:00:00 02/12/2011,      52.000
00:00:00 02/13/2011,      52.000
00:00:00 02/14/2011,      48.000
00:00:00 02/15/2011,      50.000
00:00:00 02/16/2011,     119.000
00:00:00 02/17/2011,     285.000
00:00:00 02/18/2011,     716.000
00:00:00 02/19/2011,     976.000
00:00:00 02/20/2011,     739.000
00:00:00 02/21/2011,     549.000
00:00:00 02/22/2011,     449.000
00:00:00 02/23/2011,     385.000
00:00:00 02/24/2011,     343.000
00:00:00 02/25/2011,     679.000
00:00:00 02/26/2011,     971.000
00:00:00 02/27/2011,     641.000
00:00:00 02/28/2011,     527.000
00:00:00 03/01/2011,     454.000
00:00:00 03/02/2011,     420.000
00:00:00 03/03/2011,     411.000
00:00:00 03/04/2011,     379.000
00:00:00 03/05/2011,     349.000
00:00:00 03/06/2011,     326.000
00:00:00 03/07/2011,     318.000
00:00:00 03/08/2011,     299.000
00:00:00 03/09/2011,     280.000
00:00:00 03/10/2011,     263.000
00:00:00 03/11/2011,     247.000
00:00:00 03/12/2011,     229.000
00:00:00 03/13/2011,     214.000
00:00:00 03/14/2011,     202.000
00:00:00 03/15/2011,     192.000
00:00:00 03/16/2011,     184.000
00:00:00 03/17/2011,     181.000
00:00:00 03/18/2011,     179.000
00:00:00 03/19/2011,     202.000
00:00:00 03/20/2011,    1780.000
00:00:00 03/21/2011,    1210.000
00:00:00 03/22/2011,     697.000
00:00:00 03/23/2011,     781.000
00:00:00 03/24/2011,    1360.000
00:00:00 03/25/2011,    3380.000
00:00:00 03/26/2011,    1830.000
00:00:00 03/27/2011,    1550.000
00:00:00 03/28/2011,    1170.000
00:00:00 03/29/2011,     999.000
00:00:00 03/30/2011,     900.000
00:00:00 03/31/2011,     844.000
00:00:00 04/01/2011,     762.000
00:00:00 04/02/2011,     677.000
00:00:00 04/03/2011,     602.000
00:00:00 04/04/2011,     542.000
00:00:00 04/05/2011,     496.000
00:00:00 04/06/2011,     455.000
00:00:00 04/07/2011,     426.000
00:00:00 04/08/2011,     396.000
00:00:00 04/09/2011,     359.000
00:00:00 04/10/2011,     333.000
00:00:00 04/11/2011,     312.000
00:00:00 04/12/2011,     296.000
00:00:00 04/13/2011,     280.000
00:00:00 04/14/2011,     263.000
00:00:00 04/15/2011,     251.000
00:00:00 04/16/2011,     242.000
00:00:00 04/17/2011,     236.000
00:00:00 04/18/2011,     226.000
00:00:00 04/19/2011,     218.000
00:00:00 04/20/2011,     209.000
00:00:00 04/21/2011,     202.000
00:00:00 04/22/2011,     192.000
00:00:00 04/23/2011,     181.000
00:00:00 04/24/2011,     174.000
00:00:00 04/25/2011,     167.000
00:00:00 04/26/2011,     161.000
00:00:00 04/27/2011,     153.000
00:00:00 04/28/2011,     149.000
00:00:00 04/29/2011,     143.000
00:00:00 04/30/2011,     137.000
00:00:00 05/01/2011,     132.000
00:00:00 05/02/2011,     129.000
00:00:00 05/03/2011,     123.000
00:00:00 05/04/2011,     122.000
00:00:00 05/05/2011,     121.000
00:00:00 05/06/2011,     117.000
00:00:00 05/07/2011,     113.000
00:00:00 05/08/2011,     112.000
00:00:00 05/09/2011,     107.000
00:00:00 05/10/2011,     103.000
00:00:00 05/11/2011,     100.000
00:00:00 05/12/2011,      97.000
00:00:00 05/13/2011,      96.000
00:00:00 05/14/2011,      94.000
00:00:00 05/15/2011,      99.000
00:00:00 05/16/2011,      95.000
00:00:00 05/17/2011,      97.000
00:00:00 05/18/2011,     109.000
00:00:00 05/19/2011,     114.000
00:00:00 05/20/2011,     101.000
00:00:00 05/21/2011,      97.000
00:00:00 05/22/2011,      92.000
00:00:00 05/23/2011,      88.000
00:00:00 05/24/2011,      87.000
00:00:00 05/25/2011,      83.000
00:00:00 05/26/2011,      83.000
00:00:00 05/27/2011,      81.000
00:00:00 05/28/2011,      79.000
00:00:00 05/29/2011,      80.000
00:00:00 05/30/2011,      78.000
00:00:00 05/31/2011,      74.000
00:00:00 06/01/2011,      73.000
00:00:00 06/02/2011,      72.000
00:00:00 06/03/2011,      68.000
00:00:00 06/04/2011,      98.000
00:00:00 06/05/2011,     202.000
00:00:00 06/06/2011,     152.000
00:00:00 06/07/2011,     131.000
00:00:00 06/08/2011,     120.000
00:00:00 06/09/2011,     110.000
00:00:00 06/10/2011,     102.000
00:00:00 06/11/2011,      95.000
00:00:00 06/12/2011,      93.000
00:00:00 06/13/2011,      90.000
00:00:00 06/14/2011,      88.000
00:00:00 06/15/2011,      82.000
00:00:00 06/16/2011,      76.000
00:00:00 06/17/2011,      73.000
00:00:00 06/18/2011,      71.000
00:00:00 06/19/2011,      70.000
00:00:00 06/20/2011,      67.000
00:00:00 06/21/2011,      64.000
00:00:00 06/22/2011,      58.000
00:00:00 06/23/2011,      58.000
00:00:00 06/24/2011,      54.000
00:00:00 06/25/2011,      51.000
00:00:00 06/26/2011,      52.000
00:00:00 06/27/2011,      51.000
00:00:00 06/28/2011,      50.000
00:00:00 06/29/2011,      51.000
00:00:00 06/30/2011,      52.000
00:00:00 07/01/2011,      50.000
00:00:00 07/02/2011,      49.000
00:00:00 07/03/2011,      48.000
00:00:00 07/04/2011,      48.000
00:00:00 07/05/2011,      46.000
00:00:00 07/06/2011,      44.000
00:00:00 07/07/2011,      42.000
00:00:00 07/08/2011,      40.000
00:00:00 07/09/2011,      38.000
00:00:00 07/10/2011,      36.000
00:00:00 07/11/2011,      34.000
00:00:00 07/12/2011,      30.000
00:00:00 07/13/2011,      30.000
00:00:00 07/14/2011,      29.000
00:00:00 07/15/2011,      29.000
00:00:00 07/16/2011,      32.000
00:00:00 07/17/2011,      33.000
00:00:00 07/18/2011,      32.000
00:00:00 07/19/2011,      32.000
00:00:00 07/20/2011,      32.000
00:00:00 07/21/2011,      31.000
00:00:00 07/22/2011,      31.000
00:00:00 07/23/2011,      30.000
00:00:00 07/24/2011,      32.000
00:00:00 07/25/2011,      33.000
00:00:00 07/26/2011,      31.000
00:00:00 07/27/2011,      28.000
00:00:00 07/28/2011,      22.000
00:00:00 07/29/2011,      21.000
00:00:00 07/30/2011,      20.000
00:00:00 07/31/2011,      19.000
00:00:00 08/01/2011,      17.000
00:00:00 08/02/2011,      17.000
00:00:00 08/03/2011,      17.000
00:00:00 08/04/2011,      16.000
00:00:00 08/05/2011,      16.000
00:00:00 08/06/2011,      16.000
00:00:00 08/07/2011,      16.000
00:00:00 08/08/2011,      16.000
00:00:00 08/09/2011,      17.000
00:00:00 08/10/2011,      15.000
00:00:00 08/11/2011,      14.000
00:00:00 08/12/2011,      12.000
00:00:00 08/13/2011,      11.000
00:00:00 08/14/2011,      11.000
00:00:00 08/15/2011,       9.100
00:00:00 08/16/2011,       7.900
00:00:00 08/17/2011,       6.400
00:00:00 08/18/2011,       5.700
00:00:00 08/19/2011,       5.500
00:00:00 08/20/2011,       6.800
00:00:00 08/21/2011,       7.900
00:00:00 08/22/2011,       7.900
00:00:00 08/23/2011,       7.500
00:00:00 08/24/2011,       6.500
00:00:00 08/25/2011,       5.500
00:00:00 08/26/2011,       5.400
00:00:00 08/27/2011,       5.000
00:00:00 08/28/2011,       4.500
00:00:00 08/29/2011,       4.000
00:00:00 08/30/2011,       3.700
00:00:00 08/31/2011,       3.800
00:00:00 09/01/2011,       3.800
00:00:00 09/02/2011,       3.200
00:00:00 09/03/2011,       3.200
00:00:00 09/04/2011,       3.400
00:00:00 09/05/2011,       3.400
00:00:00 09/06/2011,       3.100
00:00:00 09/07/2011,       2.900
00:00:00 09/08/2011,       2.500
00:00:00 09/09/2011,       3.100
00:00:00 09/10/2011,       3.900
00:00:00 09/11/2011,       4.400
00:00:00 09/12/2011,       4.000
00:00:00 09/13/2011,       4.000
00:00:00 09/14/2011,       4.800
00:00:00 09/15/2011,       5.000
00:00:00 09/16/2011,       5.300
00:00:00 09/17/2011,       4.800
00:00:00 09/18/2011,       4.300
00:00:00 09/19/2011,       4.000
00:00:00 09/20/2011,       3.700
00:00:00 09/21/2011,       2.500
00:00:00 09/22/2011,       3.500
00:00:00 09/23/2011,       3.700
00:00:00 09/24/2011,       3.900
00:00:00 09/25/2011,       4.100
00:00:00 09/26/2011,       4.100
00:00:00 09/27/2011,       3.800
00:00:00 09/28/2011,       3.900
00:00:00 09/29/2011,       3.400
00:00:00 09/30/2011,       4.300
00:00:00 10/01/2011,       4.500
00:00:00 10/02/2011,       4.500
00:00:00 10/03/2011,       4.800
00:00:00 10/04/2011,       6.300
00:00:00 10/05/2011,      11.000
00:00:00 10/06/2011,      16.000
00:00:00 10/07/2011,      14.000
00:00:00 10/08/2011,      13.000
00:00:00 10/09/2011,      13.000
00:00:00 10/10/2011,      13.000
00:00:00 10/11/2011,      14.000
00:00:00 10/12/2011,      13.000
00:00:00 10/13/2011,      12.000
00:00:00 10/14/2011,      11.000
00:00:00 10/15/2011,      11.000
00:00:00 10/16/2011,      11.000
00:00:00 10/17/2011,      11.000
00:00:00 10/18/2011,      11.000
00:00:00 10/19/2011,      11.000
00:00:00 10/20/2011,      11.000
00:00:00 10/21/2011,      11.000
00:00:00 10/22/2011,      10.000
00:00:00 10/23/2011,       8.800
00:00:00 10/24/2011,       8.400
00:00:00 10/25/2011,       8.400
00:00:00 10/26/2011,       8.900
00:00:00 10/27/2011,       9.100
00:00:00 10/28/2011,       8.900
00:00:00 10/29/2011,       9.000
00:00:00 10/30/2011,       8.600
00:00:00 10/31/2011,       8.700
00:00:00 11/01/2011,       9.500
00:00:00 11/02/2011,       9.900
00:00:00 11/03/2011,      10.000
00:00:00 11/04/2011,      11.000
00:00:00 11/05/2011,      11.000
00:00:00 11/06/2011,      13.000
00:00:00 11/07/2011,      14.000
00:00:00 11/08/2011,      14.000
00:00:00 11/09/2011,      14.000
00:00:00 11/10/2011,      14.000
00:00:00 11/11/2011,      15.000
00:00:00 11/12/2011,      15.000
00:00:00 11/13/2011,      15.000
00:00:00 11/14/2011,      14.000
00:00:00 11/15/2011,      14.000
00:00:00 11/16/2011,      14.000
00:00:00 11/17/2011,      13.000
00:00:00 11/18/2011,      14.000
00:00:00 11/19/2011,      14.000
00:00:00 11/20/2011,      17.000
00:00:00 11/21/2011,      18.000
00:00:00 11/22/2011,      18.000
00:00:00 11/23/2011,      17.000
00:00:00 11/24/2011,      16.000
00:00:00 11/25/2011,      15.000
00:00:00 11/26/2011,      14.000
00:00:00 11/27/2011,      14.000
00:00:00 11/28/2011,      14.000
00:00:00 11/29/2011,      14.000
00:00:00 11/30/2011,      14.000
00:00:00 12/01/2011,      13.000
00:00:00 12/02/2011,      13.000
00:00:00 12/03/2011,      13.000
00:00:00 12/04/2011,      12.000
00:00:00 12/05/2011,      12.000
00:00:00 12/06/2011,      12.000
00:00:00 12/07/2011,      13.000
00:00:00 12/08/2011,      13.000
00:00:00 12/09/2011,      13.000
00:00:00 12/10/2011,      13.000
00:00:00 12/11/2011,      14.000
00:00:00 12/12/2011,      14.000
00:00:00 12/13/2011,      15.000
00:00:00 12/14/2011,      14.000
00:00:00 12/15/2011,      14.000
00:00:00 12/16/2011,      14.000
00:00:00 12/17/2011,      15.000
00:00:00 12/18/2011,      14.000
00:00:00 12/19/2011,      15.000
00:00:00 12/20/2011,      15.000
00:00:00 12/21/2011,      15.000
00:00:00 12/22/2011,      15.000
00:00:00 12/23/2011,      13.000
00:00:00 12/24/2011,      13.000
00:00:00 12/25/2011,      14.000
00:00:00 12/26/2011,      13.000
00:00:00 12/27/2011,      13.000
00:00:00 12/28/2011,      13.000
00:00:00 12/29/2011,      13.000
00:00:00 12/30/2011,      12.000
00:00:00 12/31/2011,      12.000
00:00:00 01/01/2012,      12.000
00:00:00 01/02/2012,      12.000
00:00:00 01/03/2012,      11.000
00:00:00 01/04/2012,      12.000
00:00:00 01/05/2012,      13.000
00:00:00 01/06/2012,      13.000
00:00:00 01/07/2012,      14.000
00:00:00 01/08/2012,      14.000
00:00:00 01/09/2012,      14.000
00:00:00 01/10/2012,      14.000
00:00:00 01/11/2012,      14.000
00:00:00 01/12/2012,      13.000
00:00:00 01/13/2012,      12.000
00:00:00 01/14/2012,      12.000
00:00:00 01/15/2012,      11.000
00:00:00 01/16/2012,      11.000
00:00:00 01/17/2012,      11.000
00:00:00 01/18/2012,      11.000
00:00:00 01/19/2012,      12.000
00:00:00 01/20/2012,      13.000
00:00:00 01/21/2012,      26.000
00:00:00 01/22/2012,      38.000
00:00:00 01/23/2012,      39.000
00:00:00 01/24/2012,      44.000
00:00:00 01/25/2012,      55.000
00:00:00 01/26/2012,      63.000
00:00:00 01/27/2012,      62.000
00:00:00 01/28/2012,      55.000
00:00:00 01/29/2012,      48.000
00:00:00 01/30/2012,      43.000
00:00:00 01/31/2012,      40.000
00:00:00 02/01/2012,      35.000
00:00:00 02/02/2012,      32.000
00:00:00 02/03/2012,      27.000
00:00:00 02/04/2012,      25.000
00:00:00 02/05/2012,      23.000
00:00:00 02/06/2012,      22.000
00:00:00 02/07/2012,      21.000
00:00:00 02/08/2012,      19.000
00:00:00 02/09/2012,      19.000
00:00:00 02/10/2012,      18.000
00:00:00 02/11/2012,      19.000
00:00:00 02/12/2012,      18.000
00:00:00 02/13/2012,      19.000
00:00:00 02/14/2012,      19.000
00:00:00 02/15/2012,      23.000
00:00:00 02/16/2012,      23.000
00:00:00 02/17/2012,      21.000
00:00:00 02/18/2012,      21.000
00:00:00 02/19/2012,      20.000
00:00:00 02/20/2012,      19.000
00:00:00 02/21/2012,      19.000
00:00:00 02/22/2012,      18.000
00:00:00 02/23/2012,      18.000
00:00:00 02/24/2012,      17.000
00:00:00 02/25/2012,      16.000
00:00:00 02/26/2012,      16.000
00:00:00 02/27/2012,      16.000
00:00:00 02/28/2012,      15.000
00:00:00 02/29/2012,      16.000
00:00:00 03/01/2012,      17.000
00:00:00 03/02/2012,      26.000
00:00:00 03/03/2012,      37.000
00:00:00 03/04/2012,      29.000
00:00:00 03/05/2012,      20.000
00:00:00 03/06/2012,      18.000
00:00:00 03/07/2012,      17.000
00:00:00 03/08/2012,      16.000
00:00:00 03/09/2012,      15.000
00:00:00 03/10/2012,      15.000
00:00:00 03/11/2012,      15.000
00:00:00 03/12/2012,      14.000
00:00:00 03/13/2012,      14.000
00:00:00 03/14/2012,      13.000
00:00:00 03/15/2012,      13.000
00:00:00 03/16/2012,      14.000
00:00:00 03/17/2012,      26.000
00:00:00 03/18/2012,      87.000
00:00:00 03/19/2012,      92.000
00:00:00 03/20/2012,      83.000
00:00:00 03/21/2012,      78.000
00:00:00 03/22/2012,      76.000
00:00:00 03/23/2012,      69.000
00:00:00 03/24/2012,      69.000
00:00:00 03/25/2012,      96.000
00:00:00 03/26/2012,     105.000
00:00:00 03/27/2012,      96.000
00:00:00 03/28/2012,     110.000
00:00:00 03/29/2012,     138.000
00:00:00 03/30/2012,     128.000
00:00:00 03/31/2012,     127.000
00:00:00 04/01/2012,     137.000
00:00:00 04/02/2012,     127.000
00:00:00 04/03/2012,     117.000
00:00:00 04/04/2012,     109.000
00:00:00 04/05/2012,      97.000
00:00:00 04/06/2012,      89.000
00:00:00 04/07/2012,      85.000
00:00:00 04/08/2012,      80.000
00:00:00 04/09/2012,      75.000
00:00:00 04/10/2012,      74.000
00:00:00 04/11/2012,      81.000
00:00:00 04/12/2012,      84.000
00:00:00 04/13/2012,     153.000
00:00:00 04/14/2012,     190.000
00:00:00 04/15/2012,     164.000
00:00:00 04/16/2012,     145.000
00:00:00 04/17/2012,     130.000
00:00:00 04/18/2012,     119.000
00:00:00 04/19/2012,     108.000
00:00:00 04/20/2012,     102.000
00:00:00 04/21/2012,      93.000
00:00:00 04/22/2012,      82.000
00:00:00 04/23/2012,      77.000
00:00:00 04/24/2012,      77.000
00:00:00 04/25/2012,      77.000
00:00:00 04/26/2012,      80.000
00:00:00 04/27/2012,      70.000
00:00:00 04/28/2012,      63.000
00:00:00 04/29/2012,      62.000
00:00:00 04/30/2012,      60.000
00:00:00 05/01/2012,      57.000
00:00:00 05/02/2012,      52.000
00:00:00 05/03/2012,      49.000
00:00:00 05/04/2012,      48.000
00:00:00 05/05/2012,      43.000
00:00:00 05/06/2012,      42.000
00:00:00 05/07/2012,      41.000
00:00:00 05/08/2012,      39.000
00:00:00 05/09/2012,      35.000
00:00:00 05/10/2012,      33.000
00:00:00 05/11/2012,      31.000
00:00:00 05/12/2012,      30.000
00:00:00 05/13/2012,      28.000
00:00:00 05/14/2012,      27.000
00:00:00 05/15/2012,      25.000
00:00:00 05/16/2012,      24.000
00:00:00 05/17/2012,      22.000
00:00:00 05/18/2012,      22.000
00:00:00 05/19/2012,      19.000
00:00:00 05/20/2012,      19.000
00:00:00 05/21/2012,      21.000
00:00:00 05/22/2012,      18.000
00:00:00 05/23/2012,      16.000
00:00:00 05/24/2012,      13.000
00:00:00 05/25/2012,      12.000
00:00:00 05/26/2012,      15.000
00:00:00 05/27/2012,      17.000
00:00:00 05/28/2012,      15.000
00:00:00 05/29/2012,      14.000
00:00:00 05/30/2012,      13.000
00:00:00 05/31/2012,      12.000
00:00:00 06/01/2012,      11.000
00:00:00 06/02/2012,       9.900
00:00:00 06/03/2012,       8.700
00:00:00 06/04/2012,       8.500
00:00:00 06/05/2012,       8.700
00:00:00 06/06/2012,       9.500
00:00:00 06/07/2012,       9.100
00:00:00 06/08/2012,       7.800
00:00:00 06/09/2012,       7.100
00:00:00 06/10/2012,       6.300
00:00:00 06/11/2012,       5.600
00:00:00 06/12/2012,       5.000
00:00:00 06/13/2012,       4.600
00:00:00 06/14/2012,       4.700
00:00:00 06/15/2012,       4.800
00:00:00 06/16/2012,       4.400
00:00:00 06/17/2012,       4.300
00:00:00 06/18/2012,       4.200
00:00:00 06/19/2012,       4.000
00:00:00 06/20/2012,       3.900
00:00:00 06/21/2012,       3.600
00:00:00 06/22/2012,       3.300
00:00:00 06/23/2012,       2.300
00:00:00 06/24/2012,       1.800
00:00:00 06/25/2012,       1.400
00:00:00 06/26/2012,       1.100
00:00:00 06/27/2012,       1.100
00:00:00 06/28/2012,       1.100
00:00:00 06/29/2012,       1.200
00:00:00 06/30/2012,       1.100
00:00:00 07/01/2012,       0.940
00:00:00 07/02/2012,       0.840
00:00:00 07/03/2012,       0.960
00:00:00 07/04/2012,       0.970
00:00:00 07/05/2012,       0.830
00:00:00 07/06/2012,       0.720
00:00:00 07/07/2012,       0.560
00:00:00 07/08/2012,       0.740
00:00:00 07/09/2012,       0.870
00:00:00 07/10/2012,       0.760
00:00:00 07/11/2012,       0.770
00:00:00 07/12/2012,       0.530
00:00:00 07/13/2012,       0.510
00:00:00 07/14/2012,       0.950
00:00:00 07/15/2012,       1.000
00:00:00 07/16/2012,       0.900
00:00:00 07/17/2012,       0.860
00:00:00 07/18/2012,       0.810
00:00:00 07/19/2012,       0.510
00:00:00 07/20/2012,       0.440
00:00:00 07/21/2012,       0.230
00:00:00 07/22/2012,       0.100
00:00:00 07/23/2012,       0.290
00:00:00 07/24/2012,       0.420
00:00:00 07/25/2012,       0.650
00:00:00 07/26/2012,       0.640
00:00:00 07/27/2012,       0.500
00:00:00 07/28/2012,       0.640
00:00:00 07/29/2012,       0.540
00:00:00 07/30/2012,       0.400
00:00:00 07/31/2012,       0.330
00:00:00 08/01/2012,       0.290
00:00:00 08/02/2012,       0.170
00:00:00 08/03/2012,       0.210
00:00:00 08/04/2012,       0.370
00:00:00 08/05/2012,       0.480
00:00:00 08/06/2012,       0.390
00:00:00 08/07/2012,       0.190
00:00:00 08/08/2012,       0.250
00:00:00 08/09/2012,       0.370
00:00:00 08/10/2012,       0.320
00:00:00 08/11/2012,       0.300
00:00:00 08/12/2012,       0.350
00:00:00 08/13/2012,       0.230
00:00:00 08/14/2012,       0.320
00:00:00 08/15/2012,       0.450
00:00:00 08/16/2012,       0.460
00:00:00 08/17/2012,       0.380
00:00:00 08/18/2012,       0.410
00:00:00 08/19/2012,       0.250
00:00:00 08/20/2012,       0.140
00:00:00 08/21/2012,       0.110
00:00:00 08/22/2012,       0.160
00:00:00 08/23/2012,       0.170
00:00:00 08/24/2012,       0.130
00:00:00 08/25/2012,       0.110
00:00:00 08/26/2012,       0.180
00:00:00 08/27/2012,       0.230
00:00:00 08/28/2012,       0.270
